IDCOT;IMMOSIS;TYPE_DOSSIER;OCCUPANT;DIT;REGION;DATE_DEBUT_COT;DATE_FIN_COT;FRAIS_DOSSIER;REDEVANCE;EN_SITE;UT;PROCESS;PHASE_ACTUELLE;REINT_PLATEFORME;ANCIENNE_NUM;NUM_AFFAIRE;COMMUNE;LIGNE;PK;PARCELLE_FERROVIERE;TYPE_RESEAU;DSP_CONCESSION;ID_COT;GEO
202106-SR-11-01074;;Backlog, Creation;ENEDIS;DIT Grand Sud;Occitanie;13/03/2023;12/03/2043;38,11 €;0,00 €;Non;;Réseau;COT Active;Réintégré Plateforme;17-A487;;Bram;640 000;323+737;BZ 15;Electricité ?;No;1074;
202106-SR-54-01084;496580;Avenant admin,;COMMUNAUTE DE COMMUNES DU BASSIN DE POMPEY;DIT Grand  Est;Grand  Est;25/10/2021;25/10/2041;1 257,30 €;950,61 €;Oui;000411W;Réseau;COT Active;;COT n° 231506;;Champigneulles;070000;347+571;AK 123;Eau ??;No;1084;
202106-SR-05-01086;594270;Avenant admin,;XP FIBRE;DIT Grand Sud;PACA;23/12/2019;22/12/2039;1 257,30 €;160,94 €;Non;;Réseau;COT Active;;13-B395;;Montgardin;915000;279+890 PN 29;A 564;Télécom ??;No;1086;
202106-SR-05-01087;594279;Avenant admin,;XP FIBRE;DIT Grand Sud;PACA;23/12/2019;22/12/2039;1 257,30 €;83,82 €;Oui;005535P;Réseau;COT Active;;13-B396;;Chabestan;905000;247+764;A 725;Télécom ??;No;1087;
202106-SR-05-01088;594262;Avenant admin,;XP Fibre;DIT Grand Sud;PACA;23/12/2019;22/12/2039;1 257,30 €;164,29 €;Non;;Réseau;COT Active;;13-B397;;La batie-Montsaleon;905000;249+727 (PN49);ZK 85;Télécom ??;No;1088;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[-0.2343431767076254,44.92555375083202],[-0.2346194442361593,44.92385785548109],[-0.23358142934739587,44.9244029023356],[-0.23330784402787685,44.925390430502006],[-0.2343431767076254,44.92555375083202]]]},""properties"":null}]}"
202106-SR-50-01089;506288;Création;ENEDIS;DIT NORD Normandie;Normandie;11/03/2022;11/03/2042;38,11 €;0,00 €;Non;;Réseau;COT Active;Réintégré Plateforme;;;Cerences;415 000;entre 065+000 et 065+200 – PN n° 53;0E 0086;Electricité ?;No;1089;
202106-PO-49-01091;520122;Création;Anjou fibre;DIT Centre - Ouest;Pays de Loire;01/04/2022;01/04/2042;1 604,41 €;174,91 €;Non;;POC;COT Active;Réintégré Plateforme;;;VIVY;510 000 (1);043+184 (PN 55);ZT 0035;Télécom ??;No;1091;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[-0.2343149296939373,44.92550437496726],[-0.23442758247256276,44.92488527398393],[-0.23350490257143972,44.92478272287016],[-0.23332787677645683,44.92537903604307],[-0.2343149296939373,44.92550437496726]]]},""properties"":null}]}"
202106-PO-49-01092;511171;Création;Anjou Fibre;DIT Centre Ouest;Pays de Loire;01/04/2022;01/04/2042;1 604,41 €;181,39 €;Non;;POC;COT Active;Réintégré Plateforme;;;La Jumelliere;523 000 ;14+258 (PN 4);E 1152;Télécom ??;No;1092;
202106-PO-49-01093;520125;Création;Anjou Fibre;DIT Centre - Ouest;Pays de Loire;01/04/2022;01/04/2042;1 604,41 €;116,61 €;Non;;POC;COT Active;Réintégré Plateforme;;;Blou;500 000;274+093 (PN 188);C 1867;Télécom ??;No;1093;
202106-SR-57-01094;519956;Création;Réséda;DIT Grand Est;Grand Est;01/07/2022;01/07/2042;1 604,41 €;48,76 €;Non;;Réseau;COT Active;;;;Metz;191300;Du 001+400 au 002+300;SC 215;Electricité ?;No;1094;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[2.22831798,50.704628490000005],[2.22876859,50.70460130999999],[2.22819997,50.70606215999999],[2.22777081,50.70599422000001],[2.22831798,50.704628490000005]]]},""properties"":null}]}"
202106-SR-24-01104;594545;Avenant admin,;SAS Tomates d’Aquitaine;DIT Nouvelle Aquitaine;Nouvelle Aquitaine;16/01/2023;15/01/2043;1 257,30 €;113,01 €;Non;;Réseau;COT Active;;COT n° 17607;;Bergerac;629000;604+242;CI 163;Eau ??;No;1104;
202107-SR-51-01120;595706;Création;Communauté urbaine du Grand Reims;DIT Grand Est;Grand Est;18/10/2021;16/10/2041;1 604,41 €;1 430,82 €;Non;;Réseau;COT Active;Réintégré Plateforme;;;Villers aux Noeuds;Sans objet;Sans objet;Z 406, 288, 290, 293, 294 et 295;Eau ??;No;1120;
202111-SR-44-01163;504462;Création Plateforme;ENEDIS;DIT Centre - Ouest;Pays De Loire;01/03/2022;01/03/2042;38,11 €;0,00 €;Non;;Réseau;COT Active;;;;Carquefou;457000;384+200;BB 30;Electricité ?;No;1163;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[-1.4934393941574606,47.27491115433577],[-1.4935788780093877,47.27466365092363],[-1.4916262298465461,47.27392843147814],[-1.4912829070926397,47.274270564569974],[-1.4932570129276002,47.27504217576367],[-1.4934393941574606,47.27491115433577]]]},""properties"":null}]}"
202107-SR-01-01188;521520;Création;Régie des eaux Gessienne;DIT Auvergne Rhône Alpes Bourgogne Franche Comté;Auvergne-Rhône-Alpes;01/11/2022;01/09/2042;1 604,41 €;105,16 €;Non;;Réseau;COT Active;Réintégré Plateforme;;;Gex;891000;entre 174+000 et 174+500 174+230;AY 406;Eau ??;No;1188;
202108-SR-78-01238;???;Avenant admin,;Sipartech;DIT Ile de France;Ile de France;18/01/2023;17/01/2043;1 257,30 €;59,92 €;Non;;Réseau;COT Active;;Z1S4PN37;;Aulnay-sur-Mauldre;396000;046+258;AD 135;Télécom ??;No;1238;
202108-SR-27-01239;???;Avenant admin,;Sipartech;DIT Nord Normandie;Normandie;18/01/2023;17/01/2043;1 257,30 €;25,91 €;Non;;Réseau;COT Active;;Z2S4PN86;;Acquigny;371000;021+320;ZE 79;Télécom ??;No;1239;
202108-SR-14-01240;596737;Avenant admin,;Sipartech;DIT Nord Normandie;Normandie;18/01/2023;17/01/2043;1 257,30 €;64,78 €;Non;;Réseau;COT Active;;Z4S5PN164;;St André-Sur-Orne;412000;244+690;ZA 42;Télécom ??;No;1240;
202108-SR-14-01241;596740;Avenant admin,;Sipartech;DIT Nord Normandie;Normandie;18/01/2023;17/01/2043;1 257,30 €;275,32 €;Oui;002433Y;Réseau;COT Active;;Z5S3PN193;;Valdallière;405000;064+314;746/ZK 59;Télécom ??;No;1241;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[4.840126968920232,44.133296398880276],[4.84064195305109,44.13105556351215],[4.8422834649682045,44.131209575536786],[4.841596819460392,44.13342730415977],[4.840126968920232,44.133296398880276]]]},""properties"":null}]}"
202108-SR-35-01242;???;Avenant admin,;Sipartech;DIT Ouest Bretagne et Pays de la Loire;Bretagne;18/01/2023;17/01/2043;1 257,30 €;59,62 €;Non;;Réseau;COT Active;;Z7S1PN250;;Noyal s/ Vilaine;420000;363+360;A 716;Télécom ??;No;1242;
202108-SR-35-01243;;Avenant admin,;Sipartech;DIT Ouest Bretagne et Pays de la Loire;Bretagne;18/01/2023;17/01/2043;1 257,30 €;58,30 €;Non;;Réseau;COT Active;;Z7S2PN255;;Brie ;466000;039+560;ZE 0087 et ZE 0191;Télécom ??;No;1243;
202108-SR-44-01245;592801;Avenant admin,;Sipartech;DIT Ouest Bretagne et Pays de la Loire;Bretagne;18/01/2023;17/01/2043;1 257,30 €;45,35 €;Non;;Réseau;COT Active;;Z8S2PN271;;Isse;519000;483+278 (PN345);ZX 0022 + ZY 0042;Télécom ??;No;1245;
202108-SR-44-01246;593542;Avenant admin,;Sipartech;DIT Ouest Bretagne et Pays de la Loire;Bretagne;18/01/2023;17/01/2043;1 257,30 €;106,89 €;Non;;Réseau;COT Active;;Z8S2PN271;;Thouare sur Loire;515000;418+486;AT 135;Télécom ??;No;1246;
202108-SR-44-01247;592808;Avenant admin,;Sipartech;DIT Ouest Bretagne et Pays de la Loire;Bretagne;18/01/2023;17/01/2043;1 257,30 €;68,02 €;Oui;053621N;Réseau;COT Active;;Z8S2PN271;;Vertou;530000;10+820;BY 29;Télécom ??;No;1247;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[2.033538557589054,47.89834796484095],[2.0345685258507733,47.89814655689847],[2.0339033380150795,47.89711073224669],[2.032851912081241,47.897369690352406],[2.033538557589054,47.89834796484095]]]},""properties"":null}]}"
202108-SR-85-01248;???;Avenant admin,;Sipartech;DIT Ouest Bretagne et Pays de la Loire;Bretagne;18/01/2023;17/01/2043;1 257,30 €;38,87 €;Non;;Réseau;COT Active;;Z8S2PN271;;L'hébergement;530000;46+208 (PN35);ZI 91;Télécom ??;No;1248;
202108-SR-85-01249;"595889
";Avenant admin,;Sipartech;DIT Ouest Bretagne et Pays de la Loire;Bretagne;18/01/2023;17/01/2043;1 257,30 €;80,98 €;Non;;Réseau;COT Active;;Z8S2PN271;;Bournezeau ;525000;55+990 (PN52);ZA 115;Télécom ??;No;1249;
202108-SR-17-01250;596778;Avenant admin,;Sipartech;DIT Nouvelle Aquitaine;Nouvelle Aquitaine;18/01/2023;17/01/2043;1 257,30 €;58,30 €;Non;;Réseau;COT Active;;Z12S3PN416;;Chambon;538000;115+975;0Y 202;Télécom ??;No;1250;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[-0.9152656048536298,46.09472183950831],[-0.9148364514112471,46.09153738191708],[-0.9112744778394696,46.091790359570524],[-0.9119182080030438,46.09493016210149],[-0.9152656048536298,46.09472183950831]]]},""properties"":null}]}"
202108-SR-17-01251;???;Avenant admin,;Sipartech;DIT Nouvelle Aquitaine;Nouvelle Aquitaine;18/01/2023;17/01/2043;1 257,30 €;71,26 €;Non;;Réseau;COT Active;;Z12S4PN433;;Bords;530 000;226+020;AL 170;Télécom ??;No;1251;
202108-SR-17-01252;???;Avenant admin,;Sipartech;DIT Nouvelle Aquitaine;Nouvelle Aquitaine;18/01/2023;17/01/2043;1 257,30 €;97,17 €;Oui;003449C;Réseau;COT Active;;Z13S1PN453;;Saintes;544 000;007+967;ZV 136;Télécom ??;No;1252;
202108-SR-17-01253;???;Avenant admin,;Sipartech;DIT Nouvelle Aquitaine;Nouvelle Aquitaine;18/01/2023;17/01/2043;1 257,30 €;48,59 €;Oui;107482K;Réseau;COT Active;;Z13S4PN488;;Montendre;500000 (2);533+046 (PN476);B 2098;Télécom ??;No;1253;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[1.5895711071789262,46.73660330005154],[1.5904508717358108,46.73554445147124],[1.5914754755794998,46.73593416899163],[1.5904401428997512,46.736856979436595],[1.5896354801952837,46.73659227048597],[1.5895711071789262,46.73660330005154]]]},""properties"":null}]}"
202108-SR-33-01254;???;Avenant admin,;Sipartech;DIT Nouvelle Aquitaine;Nouvelle Aquitaine;18/01/2023;17/01/2043;1 257,30 €;48,59 €;Non;;Réseau;COT Active;;Z15S1PN521;;Portets;640 000;21+928 (PN32);B 0671;Télécom ??;No;1254;
202108-SR-40-01256;???;Avenant admin,;Sipartech;DIT Nouvelle Aquitaine;Nouvelle Aquitaine;18/01/2023;17/01/2043;1 257,30 €;64,78 €;Non;;Réseau;COT Active;;Z16S2PN537;;Lue;655000;081+965;F 0121;Télécom ??;No;1256;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[1.4598891511559482,44.924247175190544],[1.457679010927677,44.92239360992795],[1.459696032106876,44.92091983093533],[1.4625284448266025,44.9226822838595],[1.4598891511559482,44.924247175190544]]]},""properties"":null}]}"
202108-SR-40-01257;592745;Avenant admin,;Sipartech;DIT Nouvelle Aquitaine;Nouvelle Aquitaine;18/01/2023;17/01/2043;1 257,30 €;44,74 €;Oui;004191Z;Réseau;COT Active;;Z17S13PN555;;St Geours de Maremne ;655 000;166+090 (PN 106);BX 46;Télécom ??;No;1257;
202108-SR-64-01258;596349;Avenant admin,;Sipartech;DIT Nouvelle Aquitaine;Nouvelle Aquitaine;18/01/2023;17/01/2043;1 257,30 €;38,87 €;Oui;004625Y;Réseau;COT Active;;Z18S1PN560;;Lahonce;650000;311+658;AD 43;Télécom ??;No;1258;
202108-SR-64-01259;???;Avenant admin,;Sipartech;DIT Nouvelle Aquitaine;Nouvelle Aquitaine;18/01/2023;17/01/2043;1 257,30 €;90,70 €;Non;;Réseau;COT Active;;Z18S2PN567;;Villefranque;660 000;204+695;ZB 22;Télécom ??;No;1259;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[2.854618895798921,43.209140591340514],[2.8564106114208694,43.20919533000776],[2.856249678879976,43.207580518672216],[2.8548066504299636,43.2075101385135],[2.854618895798921,43.209140591340514]]]},""properties"":null}]}"
202108-SR-64-01260;???;Avenant admin,;Sipartech;DIT Nouvelle Aquitaine;Nouvelle Aquitaine;18/01/2023;17/01/2043;1 257,30 €;70,61 €;Non;;Réseau;COT Active;;Z18S2PN5710;;Anglet;655 000;203+535;DE 0036;Télécom ??;No;1260;
202108-SR-30-01261;508042;Création;ENEDIS;DIT Grand Sud;Occitanie;11/03/2022;11/03/2042;38,11 €;0,00 €;Oui;107284Y;Réseau;COT Active;Réintégré Plateforme;;DB25/041886;Castillon du Gard;813 000;entre 64+500 au 65+200;B 115-267-218 et C 1129;Electricité ?;No;1261;
202108-SR-54-01267;502222;Renouvellement;Syndicat Intercommunal des Eaux de Soiron;DIT Grand Est;grand Est;09/12/2021;09/12/2041;1 257,30 €;121,25 €;Oui;000474U;Réseau;COT Active;;;;Mars La Tour;095000;050+618; C 984;Eau ??;No;1267;
202108-SR-77-01268;???;Renouvellement;Revival;DIT Ile de france;Ile de france;12/01/2022;12/01/2042;1 257,30 €;242,50 €;Oui;000669G;Réseau;COT Active;;COT n° 248750;;Chelles;070000;du 020+250 au 020+300;AZ 140;Eau ??;No;1268;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.041956191882491,47.71106099846088],[-3.0412910040467978,47.71103031723919],[-3.041293686255812,47.7109599308389],[-3.041974967345595,47.71098880732231],[-3.041956191882491,47.71106099846088]]]},""properties"":null}]}"
202108-SR-51-01292;594499;Renouvellement;SANEF;DIT Grand Est;Grand Est;18/11/2022;31/12/2031;1 257,30 €;1 141,31 €;Non;;Réseau;COT Active;;COT n° 231146;;Trois Puits;074000;165+412;0Z 474;Eau ??;No;1292;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[-3.041950911283493,47.71105016979644],[-3.0412910878658295,47.71101768378969],[-3.0412964522838593,47.71096534518071],[-3.0419750511646275,47.71098519776274],[-3.041950911283493,47.71105016979644]]]},""properties"":null}]}"
202108-SR-80-01295;506157;Renouvellement;COLT Technology Services;DIT NORD Hauts de France;Haut de France;28/02/2022;28/02/2042;1 257,30 €;171,35 €;Oui;002070D;Réseau;COT Active;;COT n°245789;;Albert;272000;155+778;AD 139;Télécom ??;No;1295;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[-1.4549077861011026,48.96948803683699],[-1.454923879355192,48.96861821124344],[-1.453700792044401,48.96860412487413],[-1.4537115208804605,48.96945282152066],[-1.4549077861011026,48.96948803683699]]]},""properties"":null}]}"
202108-SR-35-01301;595834;Régularisation;GRDF;DIT Ouest Bretagne et Pays de la Loire;Bretagne;18/06/2021;17/06/2041;38,11 €;0,00 €;Non;;Réseau;COT Active;Réintégré Plateforme;;RV7-1702855; Rennes;420000;376+200 (PN 193);AH 132;Gaz ?;No;1301;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[6.002389658242464,46.12107211912439],[6.002631057053804,46.11993803344592],[6.004277933388948,46.1201016406896],[6.004009712487458,46.12123944126478],[6.002389658242464,46.12107211912439]]]},""properties"":null}]}"
202108-SR-63-01303;508040;Backlog, Creation;ENEDIS;DIT Auvergnes Rhone Alpes Bourgogne Franches Comté;Auvergnes Rhone Alpes;02/03/2022;02/03/2042;38,11 €;0,00 €;Non;;Réseau;COT Active;Réintégré Plateforme;18-A583;;VOLVIC;711 000;487+700;BC 311;Electricité ?;No;1303;
202108-SR-12-01336;516032;Backlog, Creation;RTE;DIT Grand Sud ;occitanie;09/01/2023;09/01/2043;38,11 €;0,00 €;Oui;005673L;Réseau;COT Active;Réintégré Plateforme;19-A466;;Sévérac d'Aveyron;725 000;Sans objet;WV 138;Electricité ?;No;1336;
202109-SR-51-01392;566193;Avenant admin,;Communauté Urbaine du Grand Reims;DIT Grand Est;Grand Est;26/10/2022;25/10/2042;1 257,30 €;88,95 €;Non;;Réseau;COT Active;;231129;;Reims;74000;168+400;DT 727;Eau ??;No;1392;
202109-SR-51-01396;566194;Avenant admin,;Communauté Urbaine du Grand Reims;DIT Grand Est;Grand Est;26/10/2022;25/10/2042;1 257,30 €;96,95 €;Oui;000385U;Réseau;COT Active;;231218;;Warmeriville;207000;003+620;AC 687;Eau ??;No;1396;
202109-SR-51-01397;566192;Avenant admin,;Communauté Urbaine du Grand Reims;DIT Grand Est;Grand Est;26/10/2022;25/10/2042;1 257,30 €;116,34 €;Non;;Réseau;COT Active;;231058;;Sept Saulx;810000;201+310;ZC 23;Eau ??;No;1397;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[0.961985159665346,44.49289692152311],[0.9618832357227801,44.49278977551387],[0.9619637019932268,44.492713242529646],[0.9623204357922076,44.49291796803752],[0.9648980386555196,44.49397028407307],[0.9647827036678792,44.4940640349441],[0.961985159665346,44.49289692152311]]]},""properties"":null}]}"
202109-SR-35-01455;596133;Backlog, Creation;GRDF;Ouest Bretagne Pays de la Loire;Bretagne;23/06/2020;22/06/2040;38,11 €;0,00 €;Non;;Réseau;COT Active;Réintégré Plateforme;17-A319;;Betton;441 000;384+826 (PN 6);AT 41;Gaz ?;No;1455;
202110-PO-44-01475;;Création;Fibre 44;DIT Ouest Bretagne et Pays de la Loire;Pays de la Loire;14/03/2023;13/03/2043;1 604,41 €;6 475,00 €;;;POC;COT Active;Réintégré Plateforme;;;Saint Gildas des Bois;470000;491+700 PN 384;ZS 0085 + ZX 0169;Télécom ??;No;1475;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[2.1020727697759867,43.24729520273607],[2.1019681636244063,43.24699237384297],[2.1033763233572245,43.24684193570408],[2.1037813369184732,43.24707247711598],[2.1020727697759867,43.24729520273607]]]},""properties"":null}]}"
202111-PO-77-01525;504749;Création;;DIT Ile de France;Ile de France;20/12/2022;19/12/2034;1 604,41 €;129,49 €;Oui;000605N-T001;POC;COT Active;Réintégré Plateforme;;;Changis-Sur-Marne;070 000;057+600;B 561;Télécom ??;No;1525;
202111-SR-13-01526;514666;Création;ENEDIS;DIT Grand Sud;PACA;12/01/2022;12/01/2042;38,11 €;0,00 €;Oui;005684A;Réseau;COT Active;Réintégré Plateforme;;DC25/042642;Aix-en-Provence;905000-2;PK 408+400;CE 163;Electricité ?;No;1526;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[2.8270110860466957,49.8118124585323],[2.826345898211003,49.81025468643901],[2.828792072832585,49.81014390962514],[2.8286955133080487,49.81170168528379],[2.8270110860466957,49.8118124585323]]]},""properties"":null}]}"
202111-SR-31-01537;516804;Création;ENEDIS;DIT Grand Sud;Occitanie;31/03/2022;31/03/2042;38,11 €;0,00 €;Oui;003818H;Réseau;COT Active;Réintégré Plateforme;;;Toulouse;640000-1;PK 255+500 (PN 4);804/AB 38;Electricité ?;No;1537;
202111-SR-59-01544;;Renouvellement;Communauté urbaine de Dunkerque;DIT Nord Hauts de France;Hauts de France;20/03/2023;19/03/2043;1 257,30 €;80,79 €;Oui;001685Y;Réseau;COT Active;;232530;;Dunkerque;300000;308+550 (PN188);510 AD 71;Eau ??;No;1544;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[-0.808669589459896,44.007177101624876],[-0.8088519796729087,44.00672952871753],[-0.8078541979193686,44.006505740997454],[-0.8075752481818197,44.00696874913987],[-0.808669589459896,44.007177101624876]]]},""properties"":null}]}"
202111-SR-24-01556;521710;Avenant admin,;Communauté d'Agglomération du Grand Périgueux;DIT Nouvelle Aquitaine;Nouvelle Aquitaine;01/01/2020;01/01/2040;1 257,30 €;60,24 €;Oui;003676Z;Réseau;COT Active;;N0452200094;;Coulounieix-Chamiers;621000; 72+600 au PK 73+800;BP 0001 et AB 0053;Eau ??;No;1556;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[7.997596263885496,48.80567635833361],[7.999098300933835,48.80508279641987],[7.999098300933835,48.80508279641987],[7.998025417327879,48.80383912010555],[7.996437549591063,48.804517492827614],[7.997596263885496,48.80567635833361]]]},""properties"":null}]}"
202111-SR-62-01581;592707;Backlog, Renouvellement;Syndicat Intercommunal d’Eau Potable du Saint Polois;DIT NORD Hauts de France;Hauts de France;21/11/2022;20/11/2042;1 257,30 €;100,41 €;Oui;002002R;Réseau;COT Active;;234457 PAS DE COT;;St-Michel-sur-Ternoise;289 000;071+952 (PN 68);0B 1649;Eau ??;No;1581;
