IDCOT;IMMOSIS;TYPE_DOSSIER;OCCUPANT;DIT;REGION;DATE_DEBUT_COT;DATE_FIN_COT;FRAIS_DOSSIER;REDEVANCE;EN_SITE;UT;PROCESS;PHASE_ACTUELLE;REINT_PLATEFORME;ANCIENNE_NUM;NUM_AFFAIRE;COMMUNE;LIGNE;PK;PARCELLE_FERROVIERE;TYPE_RESEAU;DSP_CONCESSION;ID_COT;GEO
202111-SR-62-01582;593559;Backlog, Renouvellement;Syndicat Intercommunal d’Eau Potable du Saint Polois;DIT Nord Hauts de France;Hauts de France;21/11/2022;20/11/2042;1 257,30 €;150,61 €;Oui;072122T;Réseau;COT Active;;234458 ;;Roellecourt;307 000;226+020 (PN 112);0B 936;Eau ??;No;1582;
202111-SR-76-01603;520334;Backlog, Renouvellement;Communauté d’Agglomération de la Région Dieppoise (Dieppe Maritime);DIT NORD Normandie;Normandie;13/07/2022;13/07/2042;1 257,30 €;80,33 €;Oui;002322V;Réseau;COT Active;;236138  ;;SAINT AUBIN SUR SCIE ;350000;193+434 PN24;AL 64;Eau ??;No;1603;
202111-SR-76-01604;520196;Backlog, Renouvellement;Communauté d’Agglomération de la Région Dieppoise (Dieppe Maritime);DIT NORD Normandie;Normandie;13/07/2022;13/07/2042;1 257,30 €;60,24 €;Non;;Réseau;COT Active;;236139 ;;SAUQUEVILLE;350000;191+540 PN 22;A 209;Eau ??;No;1604;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[2.8080396540462975,48.992013697867606],[2.8081093914806843,48.991369544835266],[2.8093753941357136,48.991415304615145],[2.8092520125210285,48.992105216201935],[2.8080396540462975,48.992013697867606]]]},""properties"":null}]}"
202111-SR-76-01605;520328;Backlog, Renouvellement;Communauté d’Agglomération de la Région Dieppoise (Dieppe Maritime);DIT NORD Normandie;Normandie;13/07/2022;13/07/2042;1 257,30 €;53,72 €;Non;;Réseau;COT Active;;236140  ;;OFFRANVILLE;350000;191+956 PN 23;AL 63;Eau ??;No;1605;
202111-SR-76-01606;520330;Backlog, Renouvellement;Communauté d’Agglomération de la Région Dieppoise (Dieppe Maritime);DIT NORD Normandie;Normandie;13/07/2022;13/07/2042;1 257,30 €;80,33 €;Non;;Réseau;COT Active;;236141   ;;SAINT AUBIN SUR SCIE;350000;194+967 PN 27;AH 32;Eau ??;No;1606;
202111-SR-76-01607;520337;Backlog, Renouvellement;Communauté d’Agglomération de la Région Dieppoise (Dieppe Maritime);DIT NORD Normandie;Normandie;13/07/2022;13/07/2042;1 257,30 €;130,53 €;Oui;002211S;Réseau;COT Active;;236142 ;;ARQUES LA BATAILLE;330000;161+492 PN 106;AE 35;Eau ??;No;1607;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[0.21615528501570225,44.837017410009906],[0.21615528501570225,44.836768248052664],[0.21667295135557652,44.83675493402464],[0.21666222251951697,44.837019312005424],[0.21615528501570225,44.837017410009906]]]},""properties"":null}]}"
202112-PO-44-01813;;Création;Fibre 44;DIT Ouest Bretagne et Pays de la Loire;Pays de la Loire;14/03/2023;13/03/2043;1 604,41 €;64,75 €;Non;;POC;COT Active;Réintégré Plateforme;;;Saint Gildas Les Bois;470000;490+600 (PN 382);ZT 124;Télécom ??;No;1813;
202111-SR-13-01826;564034;Création Plateforme;ENEDIS;DIT Grand Sud;PACA;15/09/2022;14/09/2042;38,11 €;0,00 €;Non;;Réseau;COT Active;;;;Arles;820000;002+200;BM 118;Electricité ?;No;1826;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[4.615932002707267,43.67647766617398],[4.6168707758624805,43.67684430796916],[4.616693750067498,43.67711395315078],[4.616222173062852,43.6773932965215],[4.615809112874557,43.677191548661995],[4.6157554686942595,43.67703247775603],[4.615304857579758,43.676741493300256],[4.615809112874557,43.67644662761225],[4.615932002707267,43.67647766617398]]]},""properties"":null}]}"
202201-SR-76-01845;520287;Backlog, Régularisation;Communauté d’Agglomération de la Région Dieppoise (Dieppe Maritime);DIT NORD Normandie;Normandie;13/07/2022;13/07/2042;1 604,41 €;122,71 €;Non;;Réseau;COT Active;;12-C156;;Sauqueville;355000;191+931;A 209;Eau ??;No;1845;
202202-SR-15-01905;591626;Avenant technique;Syndicat des Eaux Saint Constant Saint Etienne de Maurs;DIT Auvergne Rhone Alpes BFC;Auvergne Rhône Alpes;18/11/2022;17/11/2042;1 604,41 €;115,47 €;Non;;Réseau;COT Active;;;;St Etiennes de Maurs;720000;261+289;A 64;Eau ??;No;1905;
202202-SR-33-01909;595368;Régularisation;Syndicat Intercommunal d’Alimentation d’eau potable et d’assainissement Bassanne-Dropt-Garonne;DIT Nouvelle Aquitaine;Aquitaine;18/11/2022;17/11/2042;1 257,30 €;200,82 €;Non;;Réseau;COT Active;;;;Lamothe-Landerron;640000;068+100 (PN82);ZC 154;Eau ??;No;1909;
202202-PO-39-01912;522802;Avenant admin,;Département du Jura;DIT Auvergne Rhône Alpes Bourgogne Franche Comt;Bourgogne Franche Comté;10/08/2022;10/08/2042;1 257,30 €;33,53 €;Non;;POC;COT Active;;;;Parcey;869000;371+392 (PN 9);ZN 001;Télécom ??;Yes;1912;
202202-PO-39-01913;522798;Avenant admin,;Département du Jura;DIT Auvergne Rhône Alpes Bourgogne Franche Comté;Bourgogne Franche Comté;10/08/2022;10/08/2042;1 257,30 €;41,91 €;Non;;POC;COT Active;;;;Poligny;880000;416+685;H 463;Télécom ??;Yes;1913;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[5.268478263169527,49.11188150380448],[5.268381703644992,49.11164623525784],[5.268928874284029,49.111593563042305],[5.269003976136446,49.111870969415776],[5.268478263169527,49.11188150380448]]]},""properties"":null}]}"
202202-PO-39-01914;522797;Avenant admin,;Département du Jura;DIT Auvergne Rhône Alpes Bourgogne Franche Comté;Bourgogne Franche Comté;10/08/2022;10/08/2042;1 257,30 €;67,06 €;Non;;POC;COT Active;;;;Tavaux;865000;73+307 (PN 64);AI 132    AI 9 ?;Télécom ??;Yes;1914;
202202-PO-39-01915;522795;Avenant admin,;Département du Jura;DIT Auvergne Rhône Alpes Bourgogne Franche Comté;Bourgogne Franche Comté;10/08/2022;10/08/2042;1 257,30 €;40,23 €;Non;;POC;COT Active;;;;Voiteur;880000;429+300 (PN 18);ZL 89;Télécom ??;Yes;1915;
202203-SR-26-01969;573586;Régularisation;Montélimar Agglomération;DIT Auvergne Rhône Alpes Franche Comté;Auvergne Rhône Alpes;28/10/2022;27/10/2042;1 257,30 €;82,55 €;Oui;6034K;Réseau;COT Active;;;;Montélimar;830000;660+976;AS 401;Eau ??;No;1969;
202204-SR-63-01980;567119;Backlog, Creation;Clermont Auvergne Métropole;DIT AURA BFC;Auvergne-Rhône-Alpes;29/03/2022;28/03/2042;1 000,00 €;2 696,43 €;Non;;Réseau;COT Active;;16-A783;;Clermont Ferrand;784000;003+898; BE 133;Eau ??;No;1980;
202204-SR-63-02054;;Backlog, Creation;;DIT Auvergne Rhône Alpes BFC;Auvergne-Rhône-Alpes;23/10/2023;22/10/2043;1 000,00 €;96,38 €;Oui;006691U;Réseau;COT Active;;18-A782;;GERZAT;790000;411+710;AB 860;Eau ??;No;2054;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[4.324842430651187,43.79191518340849],[4.32529304176569,43.79116394327906],[4.326237179338931,43.79145824466099],[4.325690008699893,43.79210105579767],[4.324842430651187,43.79191518340849]]]},""properties"":null}]}"
202204-SR-93-02057;465274;Avenant technique réel;La Compagnie Parisienne de Chauffage Urbain (CPCU);DIT Ile de France;Ile de France;05/11/2021;05/11/2041;1 604,41 €;160,65 €;Oui;002196D;Réseau;COT Active;;202103-SR-93-00103;;Saint-Ouen-sur-Seine;sans objet;sans objet;L 80;Eau ??;No;2057;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[4.664238430559634,46.41912548541694],[4.663927294313907,46.41850419930256],[4.664399363100528,46.4182379316579],[4.6652576699852935,46.41890359833161],[4.664238430559634,46.41912548541694]]]},""properties"":null}]}"
202204-SR-03-02077;;Backlog, Creation;Enedis;DIT Auvergne Rhone Alpes BFC;Auvergne Rhône Alpes;10/06/2022;09/06/2042;38,11 €;0,00 €;Oui;005487J;Réseau;COT Active;;18-A519;DD28/017655;Dompierre Sur Besbre;770000;028+433;AB 1;Electricité ?;No;2077;
202205-SR-57-02097;523099;Création;RESEDA;DIT Grand Est;Grand Est;29/06/2022;29/06/2042;1 604,41 €;50,47 €;Oui;Metz P,E,M,T;Réseau;COT Active;;;;Metz;140000;151+481 à proximité du PRA;SE 203;Electricité ?;No;2097;
202206-SR-67-02118;564782;Renouvellement;Strasbourg Electricité Réseaux;DIT Grand Est;Grand Est;07/10/2022;06/10/2042;1 257,30 €;1,26 €;Non;;Réseau;COT Active;;235016;;Soufflenheim;150000;015+600;28 082;Electricité ?;No;2118;
202207-SR-31-02156;???;Avenant admin,;Réseau 31;DIT Grand Sud;Occitanie;01/09/2023;31/08/2043;1 257,30 €;98,52 €;Non;;Réseau;COT Active;;;;Lestelle de Saint Martory;650000;074+106;AH  67;Eau ??;No;2156;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[3.676098883152008,47.668172686587496],[3.6763027310371394,47.66786923369585],[3.6765924096107483,47.668078760881],[3.6767801642417903,47.66831718734437],[3.6764261126518254,47.668530325230506],[3.676098883152008,47.668172686587496]]]},""properties"":null}]}"
202207-SR-29-02181;564451;Backlog, Creation;M, CABIOCH Henri;DIT OUEST Bretagne Pays de la Loire;Bretagne;14/10/2022;13/10/2042;1 000,00 €;85,93 €;Non;;Réseau;COT Active;;19-A188;;Roscoff;447000;026+063;AL 137;Eau ??;No;2181;
202207-SR-59-02204;592689;Renouvellement;Noérade;DIT Haut de France;Nord;;;1 257,30 €;207,42 €;Oui;001537H;Réseau;COT Active;;232972;;Bertry;250000;186+500 186+600;ZK 81 ZK 069;Eau ??;No;2204;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[4.321150118485092,45.493705886957315],[4.320970410481094,45.49364760087303],[4.32145052589476,45.49295380381781],[4.3216919247061005,45.49302901258372],[4.321150118485092,45.493705886957315]]]},""properties"":null}]}"
202209-SR-54-02262;595687;Avenant admin,;COMMUNAUTE DE COMMUNES DES TERRES TOULOISES;DIT Grand Est;Grand Est;03/01/2023;02/01/2043;1 257,30 €;55,81 €;Oui;000435R;Réseau;COT Active;;231405;;Foug;070000;312+580;AC 94 AC 220;Eau ??;No;2262;
202209-SR-59-02267;;Backlog, Renouvellement;Communauté urbaine de Dunkerque ;DIT Nord Hauts de France;Hauts de France;20/03/2023;19/03/2043;1 257,30 €;43,30 €;Non;;Réseau;COT Active;;;;Craywick;304000-1;014+007 PN 17;AC 20;Eau ??;No;2267;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[0.3084060922265053,49.33575672352535],[0.3088888898491859,49.3354211457719],[0.30942533165216446,49.3356728293015],[0.3088352456688881,49.33600840533899],[0.3084060922265053,49.33575672352535]]]},""properties"":null}]}"
202209-SR-13-02279;;Création Plateforme;Enedis;DIT Grand Sud;PACA;01/03/2023;28/02/2043;38,11 €;0,00 €;Non;;;COT Active;;;;Aix en Provence;905000-2;401+660;MR 33;Electricité ?;No;2279;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[-0.5620594136416912,42.883161705904286],[-0.5621237866580486,42.88265463844684],[-0.5613030306994915,42.882285144806474],[-0.5609114281833172,42.88243451484246],[-0.5620594136416912,42.883161705904286]]]},""properties"":null}]}"
202201-SR-72-02417;592729;Création Plateforme;ENEDIS;DIT Ouest Bretagne Pays de Loire;Pays de la Loire;21/11/2022;20/11/2042;38,11 €;6 083,08 €;Oui;081645T;Réseau;COT Active;;;DA27/078502;Loir en vallée;500 000;PK 195+500;0A 240 et ZP 15;Electricité ?;No;2417;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[0.655343900862454,47.760567937733754],[0.655424358149712,47.7604922030325],[0.6544802205764712,47.76006667802167],[0.6517658250533999,47.75866746955066],[0.6506875770294266,47.75785605564752],[0.647973181506358,47.756651533452185],[0.6455967443191634,47.75574992673518],[0.6426302211486922,47.754985351997874],[0.6420669572555645,47.75589779130772],[0.642742873927319,47.75606729408128],[0.6429413573944207,47.75611057129669],[0.6439176814758443,47.756316137578324],[0.6454787271225157,47.756835459303915],[0.6477639692032084,47.757870480894184],[0.6485900895797968,47.75822389818501],[0.6497541682922611,47.75871435085608],[0.6506339328491481,47.7590857935524],[0.6524417417251874,47.75990079444753],[0.6532678621017743,47.760308290107446],[0.6549898402893352,47.7609105123625],[0.655343900862454,47.760567937733754]]]},""properties"":null}]}"
202201-SR-35-02855;522228;Création Plateforme;Syndicat Mixte Mégalis Bretagne;DIT Ouest Bretagne Pays de Loire;Bretagne;28/10/2022;27/10/2042;1 604,41 €;33,53 €;Oui;044509T;POC;COT Active;;;;Epiniac;415000;130+764 (PN 122);A 144;Télécom ??;No;2855;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[-1.6904623499999998,48.52311098999999],[-1.6901565799999998,48.52312520999999],[-1.69008684,48.52256028000002],[-1.69001174,48.521803490000025],[-1.6903282400000001,48.52179283000001],[-1.6904623499999998,48.52311098999999]]]},""properties"":null}]}"
202203-SR-51-03176;564760;Création Plateforme;ENEDIS;DIT Grand Est;Grand Est;25/11/2021;24/11/2041;38,11 €;0,00 €;Non;;Réseau;COT Active;;;DA23/024285;Aougny;005000;091+100;ZK 43;Electricité ?;No;3176;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[3.719988539814948,49.18391156806382],[3.719983175396919,49.18387124489132],[3.7203881889581676,49.183814266439356],[3.720398917794227,49.18386423216231],[3.719988539814948,49.18391156806382]]]},""properties"":null}]}"
202203-SR-12-03185;566638;Création Plateforme;ENEDIS;DIT Grand Sud;Occitanie;03/10/2022;01/10/2042;38,11 €;0,00 €;Oui;005662X;Réseau;COT Active;;;DE26/031005;Aguessac;722000;555+400;AC 151;Electricité ?;No;3185;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[3.0984133388847117,44.14953798799746],[3.0984213855117564,44.14940134477084],[3.0985018517822027,44.14933783443104],[3.0985313560813665,44.14916077494115],[3.098542084917426,44.148952921818704],[3.0992180015891795,44.148850919555684],[3.0991509463638067,44.14891635498998],[3.0986064579337835,44.14903182910879],[3.098515262827277,44.14953606344719],[3.0984133388847117,44.14953798799746]]]},""properties"":null}]}"
202203-SR-55-03245;516368;Création Plateforme;ENEDIS;DIT Grand Est;Grand Est;09/05/2022;09/05/2042;38,11 €;0,00 €;Non;;Réseau;COT Active;;;DB23/020981;Velaines;027000;001+151 (PN 2);AB 460;Electricité ?;No;3245;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[5.296708626798445,48.7087655746071],[5.296100736013614,48.708875475599314],[5.296422601095401,48.70928610238394],[5.297109011763118,48.70927891272305],[5.297768309756064,48.709273712831674],[5.297768028244422,48.70927200999574],[5.297774434438907,48.709271942895384],[5.297667146078311,48.708592282760975],[5.297655990397538,48.70859429961328],[5.297655656977439,48.708592282760975],[5.296708626798445,48.7087655746071]]]},""properties"":null}]}"
202203-GC-06-03356;522849;Création Plateforme;ENEDIS;3C Grand Est;PACA;22/07/2022;22/07/2042;38,11 €;0,00 €;Oui;0055556X;G&C;COT Active;;;DE25/055866;Beaulieu-sur-Mer;930000;230+700;AH 72;Electricité ?;No;3356;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[7.331779533997177,43.707099081650426],[7.331669563427567,43.707124287597026],[7.331366473808884,43.706552303891755],[7.3314496222883445,43.706527097704594],[7.331685656681655,43.707009891292614],[7.331779533997177,43.707099081650426]]]},""properties"":null}]}"
202204-SR-26-03571;???;Création Plateforme;ENEDIS;DIT AURA BFC;Auvergne Rhône-Alpes;23/01/2023;22/01/2043;38,11 €;14 921,88 €;Oui;008630L;Réseau;COT Active;;;DC24/084436;Châteauneuf sur Isère;752000;494+000;XB 186, 85 - ZS 258, 295 - ZX 517, 560, 559;Electricité ?;No;3571;
202205-SR-26-03587;522878;Création Plateforme;SDED 26;DIT Auvergne Rhone Alpes Bourgogne Franche Comté;Auvergne Rhone Alpes;01/09/2022;30/08/2042;38,11 €;1 671,02 €;Non;;Réseau;COT Active;;;DC24/062264;Montmeyran;Parcelle sans voie ferrée;Parcelle sans voie ferrée;YK 14;Electricité ?;Yes;3587;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[-0.9491472272202373,46.91572186283875],[-0.94920355360955,46.91565773770395],[-0.9490587143227459,46.915578039215234],[-0.9490104345604777,46.91565040911223],[-0.9491472272202373,46.91572186283875]]]},""properties"":null}]}"
202205-SR-03-03602;???;Création Plateforme;ENEDIS;DIT Auvergne Rhone Alpes BFC;Auvergne-Rhône-Alpes;20/01/2023;19/02/2043;38,11 €;0,00 €;Non;;Réseau;COT Active;;;DD28/017689;Cusset;786000;001+600;CM 12;Electricité ?;No;3602;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[4.978504646569491,45.0043376811675],[4.978837240487336,45.00424285785945],[4.978547561913729,45.00317324007426],[4.978810418397188,45.002327393429965],[4.979172684252262,44.999729086850834],[4.979251557961106,44.999175271966294],[4.97940176166594,44.998913535671846],[4.979943567886948,44.99848678914964],[4.979855054989456,44.99839385281891],[4.979342753067611,44.99888318935743],[4.979181820526718,44.9991733753308],[4.978729952126741,45.0023198073049],[4.978483188897371,45.00319220510244],[4.97875140979886,45.004216307305114],[4.978504646569491,45.0043376811675]]]},""properties"":null},{""type"":""Feature"",""id"":1,""geometry"":{""type"":""Polygon"",""coordinates"":[[[4.9743832647800446,45.00562346973061],[4.9749840795993805,45.0055324414011],[4.978858698159456,45.00427320133508],[4.9743832647800446,45.00562346973061]]]},""properties"":null}]}"
202205-SR-22-03603;563833;Création Plateforme;ENEDIS;DIT Ouest Bretagne et Pays de la Loire;Bretagne;01/09/2022;31/08/2042;38,11 €;0,00 €;Non;;Réseau;COT Active;;;DB27/085650;Grâces;485000;508+800 PN 5;B 736;Electricité ?;No;3603;
202205-SR-33-03607;589888;Création Plateforme;ORANGE;DIT Nouvelle Aquitaine;Nouvelle-Aquitaine;20/03/2023;30/04/2024;1 604,41 €;311,68 €;Oui;003931P;;COT Active;;;;Libourne;570000;546+200;BI 442 et AH 36;Télécom ??;No;3607;
202206-SR-13-03630;;Création Plateforme;Enedis;DIT Grand Sud;PACA;30/01/2023;29/01/2043;38,11 €;0,00 €;Non;;Réseau;COT Active;;;53289822 + 53289821;Aubagne;930000;020+600;AT 263;Electricité ?;No;3630;
202206-SR-11-03648;566644;Création Plateforme;ENEDIS;DIT Grand Sud;Occitanie ;14/09/2022;13/09/2042;38,11 €;0,00 €;Non;;Réseau;COT Active;;;DB25/014752;Sallèles-d’Aude;734000;421+359 (PN 18);AB 86;Electricité ?;No;3648;
202208-SR-69-03753;562708 / 566749;Création Plateforme;Syndicat d’Assainissement du Val d’Azergues;Auvergne Rhône Alpes Bourgogne Franche Comté;Rhône Alpes;13/10/2022;12/10/2042;1 604,41 €;144,34 €;Oui;006895E;Réseau;COT Active;;;;Ternand;775000;079+950;B 100;Eau ??;No;3753;
202209-SR-30-03845;573619;Création Plateforme;Mairie de Saint Jean de Valériscle;DIT Grand Sud;Occitanie;;;1 604,41 €;24,28 €;Oui;006149W ;Réseau;COT Active;;;;Saint Jean de Valériscle;813000;004+100;B 1804;Autres - Divers;No;3845;"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""id"":0,""geometry"":{""type"":""Polygon"",""coordinates"":[[[1.31237121,48.995860770000036],[1.31226392,48.996015639999996],[1.31331535,48.99624792999998],[1.3133260799999997,48.99591004999999],[1.3127359900000002,48.99557919999998],[1.30838008,48.99344622000001],[1.3066849299999999,48.993840440000014],[1.30679221,48.994100910000014],[1.3080045700000003,48.993826359999986],[1.31202789,48.995762220000046],[1.31237121,48.995860770000036]]]},""properties"":null}]}"
202210-SR-84-03867;566659;Backlog, Création Plateforme;Enedis;DIT Grand Sud;PACA;20/10/2022;19/10/2042;38,11 €;0,00 €;Non;;Réseau;COT Active;;18-A712;DC25/022621;Avignon;752000;635+980;BT 122, BT 128, BT 131, BT 154, BT 158, BT 161, BT 163, BT 180, BT 184, BT 186, BT 188, BT 190 et BT 191;Electricité ?;No;3867;
202211-SR-66-03952;???;Création Plateforme;Enedis;DIT Grand Sud;Occitanie;23/01/2023;22/01/2043;38,11 €;0,00 €;Oui;006769T;Réseau;COT Active;;;DB25/047460;Rivesaltes;676000;472+200;C 1484;Electricité ?;No;3952;
